Jogador,Time,Tipo,Linha,Odds,Conf,Season Avg,Last5 Avg,Matchup,Status
DeJon Jarreau,Memphis Grizzlies,ASSISTS,2.7,1.27,🔴 4.0,3.3,3.3,0.83x,✅ Ativo
GG Jackson,Memphis Grizzlies,POINTS,11.6,1.49,🟢 10.0,12.2,12.2,0.95x,✅ Ativo
GG Jackson,Memphis Grizzlies,REBOUNDS,3.5,1.38,🟢 8.0,4.2,4.2,0.83x,✅ Ativo
GG Jackson,Memphis Grizzlies,ASSISTS,1.2,1.22,🟢 8.0,1.5,1.5,0.83x,✅ Ativo
Jahmai Mashack,Memphis Grizzlies,POINTS,6.3,1.29,🟡 7.0,5.8,5.8,1.08x,✅ Ativo
Jahmai Mashack,Memphis Grizzlies,REBOUNDS,2.2,1.24,🟡 5.0,2.3,2.3,0.95x,✅ Ativo
Jahmai Mashack,Memphis Grizzlies,ASSISTS,1.1,1.16,🔴 4.0,1.3,1.3,0.83x,✅ Ativo
Javon Small,Memphis Grizzlies,POINTS,10,1.45,🟢 8.0,9.3,9.3,1.08x,✅ Ativo
Javon Small,Memphis Grizzlies,REBOUNDS,2.9,1.29,🟡 6.0,3.1,3.1,0.95x,✅ Ativo
Javon Small,Memphis Grizzlies,ASSISTS,3.1,1.29,🟡 5.0,3.7,3.7,0.83x,✅ Ativo
Kentavious Caldwell-Pope,Memphis Grizzlies,POINTS,9.7,1.45,🟢 8.0,8.4,10,1.08x,✅ Ativo
Kentavious Caldwell-Pope,Memphis Grizzlies,REBOUNDS,2.4,1.26,🟡 7.0,2.5,2.6,0.95x,✅ Ativo
Kentavious Caldwell-Pope,Memphis Grizzlies,ASSISTS,1.9,1.2,🔴 4.0,2.7,1.8,0.83x,✅ Ativo
Olivier-Maxence Prosper,Memphis Grizzlies,POINTS,9.2,1.42,🟢 8.0,9.7,9.7,0.95x,✅ Ativo
Olivier-Maxence Prosper,Memphis Grizzlies,REBOUNDS,2.9,1.28,🟡 6.0,3.5,3.5,0.83x,✅ Ativo
Olivier-Maxence Prosper,Memphis Grizzlies,ASSISTS,0.8,1.13,🟡 6.0,1,1,0.83x,✅ Ativo
Rayan Rupert,Memphis Grizzlies,POINTS,10.4,1.46,🟢 9.0,10.1,8.8,1.08x,✅ Ativo
Rayan Rupert,Memphis Grizzlies,REBOUNDS,4.7,1.41,🟡 6.0,5.3,4.4,0.95x,✅ Ativo
Rayan Rupert,Memphis Grizzlies,ASSISTS,1.1,1.17,🟡 5.0,1.2,1.4,0.83x,✅ Ativo
Taylor Hendricks,Memphis Grizzlies,POINTS,7.7,1.37,🟡 5.0,10.4,7,0.95x, ⚠️ QUESTIONABLE
Taylor Hendricks,Memphis Grizzlies,REBOUNDS,3.5,1.39,🟡 5.0,4.7,4.6,0.83x, ⚠️ QUESTIONABLE
Taylor Hendricks,Memphis Grizzlies,ASSISTS,0.8,1.3,🔴 3.0,1.3,0.8,0.83x, ⚠️ QUESTIONABLE
Tyler Burton,Memphis Grizzlies,POINTS,10.3,1.45,🟢 8.0,10.8,10.8,0.95x,✅ Ativo
Tyler Burton,Memphis Grizzlies,REBOUNDS,3.5,1.32,🟡 6.0,4.2,4.2,0.83x,✅ Ativo
Tyler Burton,Memphis Grizzlies,ASSISTS,0.8,1.13,🟡 6.0,1,1,0.83x,✅ Ativo
Walter Clayton Jr.,Memphis Grizzlies,POINTS,8.6,1.42,🟡 6.0,8.9,8.9,1.08x, ⚠️ QUESTIONABLE
Walter Clayton Jr.,Memphis Grizzlies,REBOUNDS,1.8,1.29,🔴 4.0,2.1,2.1,0.95x, ⚠️ QUESTIONABLE
Walter Clayton Jr.,Memphis Grizzlies,ASSISTS,4.1,1.53,🔴 3.0,5.6,5.6,0.83x, ⚠️ QUESTIONABLE
AJ Lawson,Toronto Raptors,POINTS,4.5,1.23,🟡 5.0,4.3,4.3,1.04x,✅ Ativo
AJ Lawson,Toronto Raptors,REBOUNDS,1.7,1.22,🟡 5.0,1.7,1.7,1.00x,✅ Ativo
AJ Lawson,Toronto Raptors,ASSISTS,0.2,1.1,🔴 4.0,0.3,0.3,0.83x,✅ Ativo
Alijah Martin,Toronto Raptors,POINTS,2.6,1.18,🟡 5.0,2.5,2.5,1.04x,✅ Ativo
Alijah Martin,Toronto Raptors,REBOUNDS,1.1,1.17,🟡 5.0,1.1,1.1,1.00x,✅ Ativo
Alijah Martin,Toronto Raptors,ASSISTS,0.4,1.11,🔴 4.0,0.5,0.5,0.83x,✅ Ativo
Brandon Ingram,Toronto Raptors,POINTS,17.9,1.74,🟢 8.0,21.4,15.6,1.04x, ⚠️ QUESTIONABLE
Brandon Ingram,Toronto Raptors,REBOUNDS,3.8,1.41,🟡 6.0,5.5,4.4,0.83x, ⚠️ QUESTIONABLE
Brandon Ingram,Toronto Raptors,ASSISTS,2.2,1.29,🟡 5.0,3.6,1.8,0.83x, ⚠️ QUESTIONABLE
Collin Murray-Boyles,Toronto Raptors,POINTS,8.5,1.41,🟢 8.0,8.2,8.2,1.04x,✅ Ativo
Collin Murray-Boyles,Toronto Raptors,REBOUNDS,4.1,1.36,🟡 6.0,5,5,0.83x,✅ Ativo
Collin Murray-Boyles,Toronto Raptors,ASSISTS,1.5,1.19,🟡 6.0,1.8,1.8,0.83x,✅ Ativo
Garrett Temple,Toronto Raptors,POINTS,1.5,1.36,🔴 3.0,0.7,2.5,1.04x,✅ Ativo
Garrett Temple,Toronto Raptors,REBOUNDS,0.6,1.29,🔴 3.0,0.4,1,1.00x,✅ Ativo
Garrett Temple,Toronto Raptors,ASSISTS,0.5,1.26,🔴 2.0,0.4,1,0.83x,✅ Ativo
Gradey Dick,Toronto Raptors,POINTS,7.9,1.35,🟡 6.0,6.2,9.6,1.04x,✅ Ativo
Gradey Dick,Toronto Raptors,REBOUNDS,2,1.24,🟡 7.0,2,2,1.00x,✅ Ativo
Gradey Dick,Toronto Raptors,ASSISTS,0.9,1.19,🔴 4.0,0.7,1.8,0.83x,✅ Ativo
Ja'Kobe Walter,Toronto Raptors,POINTS,7.5,1.38,🟢 8.0,7.2,7.2,1.04x,✅ Ativo
Ja'Kobe Walter,Toronto Raptors,REBOUNDS,2.5,1.27,🟡 7.0,2.5,2.5,1.00x,✅ Ativo
Ja'Kobe Walter,Toronto Raptors,ASSISTS,1,1.15,🟡 6.0,1.2,1.2,0.83x,✅ Ativo
Jakob Poeltl,Toronto Raptors,POINTS,10.8,1.47,🟢 9.0,10.8,10.8,1.00x,✅ Ativo
Jakob Poeltl,Toronto Raptors,REBOUNDS,6.2,1.56,🟢 8.0,7.5,7.5,0.83x,✅ Ativo
Jakob Poeltl,Toronto Raptors,ASSISTS,1.7,1.2,🟡 7.0,2.1,2.1,0.83x,✅ Ativo
Jamal Shead,Toronto Raptors,POINTS,6.9,1.36,🟢 8.0,6.6,6.6,1.04x,✅ Ativo
Jamal Shead,Toronto Raptors,REBOUNDS,1.8,1.22,🟡 7.0,1.8,1.8,1.00x,✅ Ativo
Jamal Shead,Toronto Raptors,ASSISTS,4.5,1.39,🟡 6.0,5.4,5.4,0.83x,✅ Ativo
Jamison Battle,Toronto Raptors,POINTS,4.1,1.32,🔴 4.0,3.3,6,1.04x, ⚠️ QUESTIONABLE
Jamison Battle,Toronto Raptors,REBOUNDS,1.5,1.38,🔴 3.0,1.6,2.6,0.83x, ⚠️ QUESTIONABLE
Jamison Battle,Toronto Raptors,ASSISTS,0.3,1.28,🔴 3.0,0.4,0.6,0.83x, ⚠️ QUESTIONABLE
Jonathan Mogbo,Toronto Raptors,POINTS,2.5,1.23,🔴 4.0,1.6,3.6,1.04x,✅ Ativo
Jonathan Mogbo,Toronto Raptors,REBOUNDS,1.7,1.31,🔴 3.0,1.8,2.6,0.83x,✅ Ativo
Jonathan Mogbo,Toronto Raptors,ASSISTS,0.8,1.29,🔴 3.0,0.6,1.6,0.83x,✅ Ativo
RJ Barrett,Toronto Raptors,POINTS,18.8,1.7,🟢 10,19.1,19.1,1.04x,✅ Ativo
RJ Barrett,Toronto Raptors,REBOUNDS,4.1,1.42,🟢 9.0,5.3,5.3,0.83x,✅ Ativo
RJ Barrett,Toronto Raptors,ASSISTS,2.6,1.32,🟢 9.0,3.3,3.3,0.83x,✅ Ativo
Sandro Mamukelashvili,Toronto Raptors,POINTS,11.6,1.5,🟢 10.0,11.2,11.2,1.04x,✅ Ativo
Sandro Mamukelashvili,Toronto Raptors,REBOUNDS,4.1,1.42,🟢 8.0,4.9,4.9,0.83x,✅ Ativo
Sandro Mamukelashvili,Toronto Raptors,ASSISTS,1.6,1.25,🟢 8.0,1.9,1.9,0.83x,✅ Ativo
Scottie Barnes,Toronto Raptors,POINTS,18.8,1.72,🟡 7.0,18.3,18.3,1.04x, ⚠️ QUESTIONABLE
Scottie Barnes,Toronto Raptors,REBOUNDS,6.2,1.58,🟡 6.0,7.6,7.6,0.83x, ⚠️ QUESTIONABLE
Scottie Barnes,Toronto Raptors,ASSISTS,4.8,1.49,🟡 5.0,5.9,5.9,0.83x, ⚠️ QUESTIONABLE
Trayce Jackson-Davis,Toronto Raptors,POINTS,1.9,1.16,🟡 5.0,1.8,1.8,1.04x,✅ Ativo
Trayce Jackson-Davis,Toronto Raptors,REBOUNDS,1.3,1.25,🔴 2.0,2.1,0.8,0.83x,✅ Ativo
Trayce Jackson-Davis,Toronto Raptors,ASSISTS,0.4,1.21,🔴 3.0,0.5,0.6,0.83x,✅ Ativo
Amari Williams,Boston Celtics,POINTS,1.3,1.14,🟡 5.0,1.3,1.2,1.00x,✅ Ativo
Amari Williams,Boston Celtics,REBOUNDS,1.6,1.19,🔴 4.0,1.9,1.8,0.83x,✅ Ativo
Amari Williams,Boston Celtics,ASSISTS,0.4,1.23,🔴 2.0,0.4,0.6,0.83x,✅ Ativo
Baylor Scheierman,Boston Celtics,POINTS,5.4,1.32,🟢 9.0,5,5,1.08x,✅ Ativo
Baylor Scheierman,Boston Celtics,REBOUNDS,3.6,1.35,🟡 7.0,3.5,3.5,1.04x,✅ Ativo
Baylor Scheierman,Boston Celtics,ASSISTS,1.2,1.16,🟡 6.0,1.5,1.5,0.83x,✅ Ativo
Chris Boucher,Boston Celtics,POINTS,2.3,1.17,🔴 4.0,2.3,2.3,1.00x,✅ Ativo
Chris Boucher,Boston Celtics,REBOUNDS,1.7,1.3,🔴 3.0,2,2,0.83x,✅ Ativo
Chris Boucher,Boston Celtics,ASSISTS,0.2,1.18,🔴 3.0,0.3,0.3,0.83x,✅ Ativo
Dalano Banton,Boston Celtics,POINTS,1.3,1.14,🔴 4.0,1.3,1.3,1.00x,✅ Ativo
Dalano Banton,Boston Celtics,ASSISTS,0.6,1.23,🔴 3.0,0.7,0.7,0.83x,✅ Ativo
Derrick White,Boston Celtics,POINTS,18.1,1.68,🟢 10,16.8,16.8,1.08x,✅ Ativo
Derrick White,Boston Celtics,REBOUNDS,4.7,1.48,🟢 9.0,4.5,4.5,1.04x,✅ Ativo
Derrick White,Boston Celtics,ASSISTS,4.6,1.46,🟢 8.0,5.5,5.5,0.83x,✅ Ativo
Jaylen Brown,Boston Celtics,POINTS,31.1,2.06,🟢 10,28.8,28.8,1.08x,✅ Ativo
Jaylen Brown,Boston Celtics,REBOUNDS,7.3,1.66,🟢 10.0,7,7,1.04x,✅ Ativo
Jaylen Brown,Boston Celtics,ASSISTS,4.4,1.44,🟢 8.0,5.3,5.3,0.83x,✅ Ativo
Jayson Tatum,Boston Celtics,POINTS,21.3,1.77,🟢 8.0,21.3,21.3,1.00x,✅ Ativo
Jayson Tatum,Boston Celtics,REBOUNDS,8.1,1.63,🟡 7.0,9.8,9.8,0.83x,✅ Ativo
Jayson Tatum,Boston Celtics,ASSISTS,4,1.35,🟡 6.0,4.8,4.8,0.83x,✅ Ativo
John Tonje,Boston Celtics,POINTS,0.4,1.19,🔴 4.0,0.4,0.4,1.08x, ⚠️ QUESTIONABLE
John Tonje,Boston Celtics,REBOUNDS,0.4,1.31,🔴 3.0,0.4,0.4,1.04x, ⚠️ QUESTIONABLE
John Tonje,Boston Celtics,ASSISTS,0.2,1.29,🔴 2.0,0.2,0.2,0.83x, ⚠️ QUESTIONABLE
Jordan Walsh,Boston Celtics,POINTS,5.6,1.33,🟢 9.0,5.2,5.2,1.08x,✅ Ativo
Jordan Walsh,Boston Celtics,REBOUNDS,4.3,1.4,🟡 7.0,4.1,4.1,1.04x,✅ Ativo
Jordan Walsh,Boston Celtics,ASSISTS,0.7,1.14,🟡 6.0,0.8,0.8,0.83x,✅ Ativo
Luka Garza,Boston Celtics,POINTS,7.4,1.37,🟢 8.0,7.8,7.8,0.95x,✅ Ativo
Luka Garza,Boston Celtics,REBOUNDS,3.2,1.3,🟡 6.0,3.9,3.9,0.83x,✅ Ativo
Luka Garza,Boston Celtics,ASSISTS,0.7,1.13,🟡 6.0,0.9,0.9,0.83x,✅ Ativo
Max Shulga,Boston Celtics,POINTS,0.4,1.11,🟡 5.0,0.4,0.4,1.08x,✅ Ativo
Max Shulga,Boston Celtics,REBOUNDS,0.1,1.11,🔴 4.0,0.1,0.1,1.04x,✅ Ativo
Max Shulga,Boston Celtics,ASSISTS,0.2,1.21,🔴 3.0,0.2,0.2,0.83x,✅ Ativo
Neemias Queta,Boston Celtics,POINTS,9.5,1.43,🟢 10.0,10,10,0.95x,✅ Ativo
Neemias Queta,Boston Celtics,REBOUNDS,7,1.62,🟢 9.0,8.4,8.4,0.83x,✅ Ativo
Neemias Queta,Boston Celtics,ASSISTS,1.3,1.23,🟢 8.0,1.6,1.6,0.83x,✅ Ativo
Payton Pritchard,Boston Celtics,POINTS,18.4,1.69,🟢 10,17,17,1.08x,✅ Ativo
Payton Pritchard,Boston Celtics,REBOUNDS,4.2,1.45,🟢 9.0,4,4,1.04x,✅ Ativo
Payton Pritchard,Boston Celtics,ASSISTS,4.2,1.43,🟢 8.0,5.1,5.1,0.83x,✅ Ativo
Ron Harper Jr.,Boston Celtics,POINTS,5.3,1.3,🟡 5.0,3.6,6.8,1.08x,✅ Ativo
Ron Harper Jr.,Boston Celtics,REBOUNDS,1.8,1.23,🟡 5.0,1.6,1.8,1.04x,✅ Ativo
Ron Harper Jr.,Boston Celtics,ASSISTS,0.6,1.24,🔴 2.0,0.6,0.8,0.83x,✅ Ativo
Sam Hauser,Boston Celtics,POINTS,9.1,1.42,🟢 8.0,9.1,9.1,1.00x,✅ Ativo
Sam Hauser,Boston Celtics,REBOUNDS,3.2,1.3,🟡 6.0,3.8,3.8,0.83x,✅ Ativo
Sam Hauser,Boston Celtics,ASSISTS,1.2,1.17,🟡 6.0,1.4,1.4,0.83x,✅ Ativo
A.J. Green,Milwaukee Bucks,POINTS,9.7,1.44,🟢 8.0,9.7,9.7,1.00x,✅ Ativo
A.J. Green,Milwaukee Bucks,REBOUNDS,2.7,1.28,🟡 7.0,2.7,2.7,1.00x,✅ Ativo
A.J. Green,Milwaukee Bucks,ASSISTS,1.6,1.19,🟡 6.0,1.9,1.9,0.83x,✅ Ativo
Andre Jackson Jr.,Milwaukee Bucks,POINTS,2.1,1.16,🟡 6.0,2.1,2.1,1.00x,✅ Ativo
Andre Jackson Jr.,Milwaukee Bucks,REBOUNDS,1.4,1.2,🟡 6.0,1.4,1.4,1.00x,✅ Ativo
Andre Jackson Jr.,Milwaukee Bucks,ASSISTS,0.7,1.13,🟡 5.0,0.9,0.9,0.83x,✅ Ativo
Cam Thomas,Milwaukee Bucks,POINTS,10.3,1.45,🟢 8.0,10.7,9.8,1.00x,✅ Ativo
Cam Thomas,Milwaukee Bucks,REBOUNDS,1.4,1.18,🟡 5.0,1.6,1,1.00x,✅ Ativo
Cam Thomas,Milwaukee Bucks,ASSISTS,1.9,1.23,🔴 4.0,1.9,3,0.83x,✅ Ativo
Cormac Ryan,Milwaukee Bucks,POINTS,8.1,1.4,🔴 4.0,9,9,1.00x, ⚠️ QUESTIONABLE
Cormac Ryan,Milwaukee Bucks,REBOUNDS,0.5,1.3,🔴 3.0,0.6,0.6,1.00x, ⚠️ QUESTIONABLE
Cormac Ryan,Milwaukee Bucks,ASSISTS,0.7,1.3,🔴 2.0,1,1,0.83x, ⚠️ QUESTIONABLE
Gary Harris,Milwaukee Bucks,POINTS,3,1.38,🔴 3.0,2.6,4.5,1.00x, ⚠️ QUESTIONABLE
Gary Harris,Milwaukee Bucks,REBOUNDS,0.8,1.3,🔴 3.0,1.2,0.5,1.00x, ⚠️ QUESTIONABLE
Gary Harris,Milwaukee Bucks,ASSISTS,0.7,1.2,🔴 4.0,1,1,0.83x, ⚠️ QUESTIONABLE
Gary Trent Jr.,Milwaukee Bucks,POINTS,7.4,1.38,🟡 7.0,8.2,8.2,1.00x, ⚠️ QUESTIONABLE
Gary Trent Jr.,Milwaukee Bucks,REBOUNDS,0.9,1.23,🟡 6.0,1,1,1.00x, ⚠️ QUESTIONABLE
Gary Trent Jr.,Milwaukee Bucks,ASSISTS,0.9,1.22,🟡 5.0,1.2,1.2,0.83x, ⚠️ QUESTIONABLE
Jericho Sims,Milwaukee Bucks,POINTS,4.2,1.22,🟡 7.0,4.4,4.4,0.95x,✅ Ativo
Jericho Sims,Milwaukee Bucks,REBOUNDS,4.4,1.38,🟡 6.0,5.3,5.3,0.83x,✅ Ativo
Jericho Sims,Milwaukee Bucks,ASSISTS,1,1.15,🟡 6.0,1.2,1.2,0.83x,✅ Ativo
Kyle Kuzma,Milwaukee Bucks,POINTS,11.6,1.56,🟢 9.0,13.2,12.4,1.00x, ⚠️ QUESTIONABLE
Kyle Kuzma,Milwaukee Bucks,REBOUNDS,3,1.35,🟡 5.0,4.6,3.2,0.83x, ⚠️ QUESTIONABLE
Kyle Kuzma,Milwaukee Bucks,ASSISTS,2.1,1.3,🟡 6.0,2.6,3,0.83x, ⚠️ QUESTIONABLE
Mark Sears,Milwaukee Bucks,POINTS,3.1,1.19,🔴 4.0,3.1,3.1,1.00x,✅ Ativo
Mark Sears,Milwaukee Bucks,REBOUNDS,0.3,1.12,🔴 4.0,0.3,0.3,1.00x,✅ Ativo
Mark Sears,Milwaukee Bucks,ASSISTS,0.2,1.18,🔴 3.0,0.3,0.3,0.83x,✅ Ativo
Myles Turner,Milwaukee Bucks,POINTS,9,1.47,🟢 8.0,11.9,8.4,0.95x, ⚠️ QUESTIONABLE
Myles Turner,Milwaukee Bucks,REBOUNDS,3.6,1.39,🟡 6.0,5.3,4,0.83x, ⚠️ QUESTIONABLE
Myles Turner,Milwaukee Bucks,ASSISTS,0.9,1.2,🟡 5.0,1.5,0.8,0.83x, ⚠️ QUESTIONABLE
Ousmane Dieng,Milwaukee Bucks,POINTS,10.6,1.46,🟢 8.0,10.6,10.6,1.00x,✅ Ativo
Ousmane Dieng,Milwaukee Bucks,REBOUNDS,3.5,1.32,🟡 6.0,4.2,4.2,0.83x,✅ Ativo
Ousmane Dieng,Milwaukee Bucks,ASSISTS,2.6,1.26,🟡 6.0,3.1,3.1,0.83x,✅ Ativo
Pete Nance,Milwaukee Bucks,POINTS,5.3,1.25,🟡 7.0,5.3,5.3,1.00x,✅ Ativo
Pete Nance,Milwaukee Bucks,REBOUNDS,2.1,1.23,🟡 5.0,2.5,2.5,0.83x,✅ Ativo
Pete Nance,Milwaukee Bucks,ASSISTS,0.7,1.13,🟡 5.0,0.9,0.9,0.83x,✅ Ativo
Ryan Rollins,Milwaukee Bucks,POINTS,18.2,1.69,🟢 10.0,17.1,22.2,1.00x,✅ Ativo
Ryan Rollins,Milwaukee Bucks,REBOUNDS,4.6,1.47,🟢 10.0,4.6,5.2,1.00x,✅ Ativo
Ryan Rollins,Milwaukee Bucks,ASSISTS,4.6,1.45,🟢 9.0,5.6,6.2,0.83x,✅ Ativo
Taurean Prince,Milwaukee Bucks,POINTS,7.2,1.49,🔴 3.0,7,9.4,1.00x, ⚠️ QUESTIONABLE
Taurean Prince,Milwaukee Bucks,REBOUNDS,2.5,1.45,🔴 1.0,2.5,4.6,0.83x, ⚠️ QUESTIONABLE
Taurean Prince,Milwaukee Bucks,ASSISTS,1.5,1.39,🔴 1.0,1.4,2.8,0.83x, ⚠️ QUESTIONABLE
Thanasis Antetokounmpo,Milwaukee Bucks,POINTS,1.3,1.33,🔴 3.0,1.2,1.8,1.00x, ⚠️ QUESTIONABLE
Thanasis Antetokounmpo,Milwaukee Bucks,REBOUNDS,1.2,1.39,🔴 2.0,0.9,2.4,0.83x, ⚠️ QUESTIONABLE
Thanasis Antetokounmpo,Milwaukee Bucks,ASSISTS,0.5,1.38,🔴 2.0,0.3,1.2,0.83x, ⚠️ QUESTIONABLE
AJ Johnson,Dallas Mavericks,POINTS,2.9,1.19,🟡 5.0,2.8,3,1.00x,✅ Ativo
AJ Johnson,Dallas Mavericks,REBOUNDS,0.8,1.13,🔴 4.0,1,1,0.83x,✅ Ativo
AJ Johnson,Dallas Mavericks,ASSISTS,1.1,1.27,🔴 2.0,1.1,1.6,0.83x,✅ Ativo
Brandon Williams,Dallas Mavericks,POINTS,11.5,1.48,🟢 10.0,12.9,10.8,1.00x,✅ Ativo
Brandon Williams,Dallas Mavericks,REBOUNDS,2.1,1.27,🟢 8.0,2.9,2.2,0.83x,✅ Ativo
Brandon Williams,Dallas Mavericks,ASSISTS,3.2,1.36,🟢 9.0,3.8,4.2,0.83x,✅ Ativo
Cooper Flagg,Dallas Mavericks,POINTS,21.2,1.77,🟢 10.0,20.3,22.6,1.00x,✅ Ativo
Cooper Flagg,Dallas Mavericks,REBOUNDS,5.2,1.49,🟢 9.0,6.6,5.8,0.83x,✅ Ativo
Cooper Flagg,Dallas Mavericks,ASSISTS,3.7,1.39,🟢 8.0,4.5,4.4,0.83x,✅ Ativo
Daniel Gafford,Dallas Mavericks,POINTS,10.9,1.5,🟡 5.0,9.6,15.8,1.00x, ⚠️ QUESTIONABLE
Daniel Gafford,Dallas Mavericks,REBOUNDS,5.5,1.53,🟡 5.0,6.9,8,0.83x, ⚠️ QUESTIONABLE
Daniel Gafford,Dallas Mavericks,ASSISTS,1,1.34,🔴 3.0,1.1,1.6,0.83x, ⚠️ QUESTIONABLE
Dwight Powell,Dallas Mavericks,POINTS,4,1.23,🟡 5.0,3.4,5,1.00x,✅ Ativo
Dwight Powell,Dallas Mavericks,REBOUNDS,3.2,1.3,🟡 6.0,3.8,4,0.83x,✅ Ativo
Dwight Powell,Dallas Mavericks,ASSISTS,0.7,1.13,🟡 6.0,0.9,1,0.83x,✅ Ativo
Jeremiah Robinson-Earl,Dallas Mavericks,POINTS,4.4,1.23,🔴 4.0,4.4,4.4,1.00x,✅ Ativo
Jeremiah Robinson-Earl,Dallas Mavericks,REBOUNDS,2.5,1.35,🔴 3.0,3,3,0.83x,✅ Ativo
Jeremiah Robinson-Earl,Dallas Mavericks,ASSISTS,0.5,1.22,🔴 3.0,0.6,0.6,0.83x,✅ Ativo
John Poulakidas,Dallas Mavericks,POINTS,6.3,1.28,🟡 5.0,6.3,6.3,1.00x,✅ Ativo
John Poulakidas,Dallas Mavericks,REBOUNDS,1.9,1.31,🔴 3.0,2.3,2.3,0.83x,✅ Ativo
John Poulakidas,Dallas Mavericks,ASSISTS,0.5,1.22,🔴 3.0,0.6,0.6,0.83x,✅ Ativo
Khris Middleton,Dallas Mavericks,POINTS,9.6,1.36,🟡 6.0,11,7.6,1.00x,✅ Ativo
Khris Middleton,Dallas Mavericks,REBOUNDS,2.9,1.28,🟡 6.0,3.7,3.2,0.83x,✅ Ativo
Khris Middleton,Dallas Mavericks,ASSISTS,1.9,1.21,🟡 6.0,2.4,2.2,0.83x,✅ Ativo
Klay Thompson,Dallas Mavericks,POINTS,9.7,1.5,🟢 8.0,11.7,9.4,1.00x, ⚠️ QUESTIONABLE
Klay Thompson,Dallas Mavericks,REBOUNDS,1.2,1.22,🟡 5.0,2.1,1,0.83x, ⚠️ QUESTIONABLE
Klay Thompson,Dallas Mavericks,ASSISTS,1.1,1.23,🟡 7.0,1.4,1.6,0.83x, ⚠️ QUESTIONABLE
Max Christie,Dallas Mavericks,POINTS,10.1,1.43,🟢 8.0,12.2,7,1.00x,✅ Ativo
Max Christie,Dallas Mavericks,REBOUNDS,2.5,1.25,🟡 7.0,3.3,2.6,0.83x,✅ Ativo
Max Christie,Dallas Mavericks,ASSISTS,1.4,1.17,🟡 6.0,2,1.2,0.83x,✅ Ativo
Miles Kelly,Dallas Mavericks,POINTS,3.7,1.33,🔴 3.0,3.1,4.7,1.00x,✅ Ativo
Miles Kelly,Dallas Mavericks,REBOUNDS,1.9,1.34,🔴 2.0,1.7,3.3,0.83x,✅ Ativo
Miles Kelly,Dallas Mavericks,ASSISTS,1.1,1.3,🔴 2.0,0.9,2,0.83x,✅ Ativo
Moussa Cisse,Dallas Mavericks,POINTS,4,1.22,🟡 5.0,3.9,4.7,0.95x,✅ Ativo
Moussa Cisse,Dallas Mavericks,REBOUNDS,6.1,1.53,🔴 4.0,5.1,10.7,0.83x,✅ Ativo
Moussa Cisse,Dallas Mavericks,ASSISTS,0.2,1.21,🔴 3.0,0.2,0.3,0.83x,✅ Ativo
Naji Marshall,Dallas Mavericks,POINTS,14.8,1.66,🟢 9.0,15.5,17.8,1.00x, ⚠️ QUESTIONABLE
Naji Marshall,Dallas Mavericks,REBOUNDS,3.2,1.37,🟡 6.0,4.7,3.6,0.83x, ⚠️ QUESTIONABLE
Naji Marshall,Dallas Mavericks,ASSISTS,2.7,1.35,🟡 6.0,3.3,4.2,0.83x, ⚠️ QUESTIONABLE
Ryan Nembhard,Dallas Mavericks,POINTS,5.8,1.26,🟡 7.0,6.3,5,1.00x,✅ Ativo
Ryan Nembhard,Dallas Mavericks,REBOUNDS,1.4,1.17,🟡 5.0,1.9,1.4,0.83x,✅ Ativo
Ryan Nembhard,Dallas Mavericks,ASSISTS,3.7,1.33,🟡 5.0,4.9,4,0.83x,✅ Ativo
Tyler Smith,Dallas Mavericks,POINTS,2.9,1.18,🔴 4.0,2.9,2.9,1.00x,✅ Ativo
Tyler Smith,Dallas Mavericks,REBOUNDS,2.4,1.35,🔴 3.0,2.9,2.9,0.83x,✅ Ativo
Tyler Smith,Dallas Mavericks,ASSISTS,0.2,1.18,🔴 3.0,0.3,0.3,0.83x,✅ Ativo
Desmond Bane,Orlando Magic,POINTS,21.9,1.79,🟢 10,20.3,20.3,1.08x,✅ Ativo
Desmond Bane,Orlando Magic,REBOUNDS,3.4,1.37,🟢 8.0,4.1,4.1,0.83x,✅ Ativo
Desmond Bane,Orlando Magic,ASSISTS,3.5,1.38,🟢 8.0,4.2,4.2,0.83x,✅ Ativo
Franz Wagner,Orlando Magic,POINTS,21.8,1.79,🟢 8.0,21,21,1.04x,✅ Ativo
Franz Wagner,Orlando Magic,REBOUNDS,4.6,1.39,🟡 6.0,5.6,5.6,0.83x,✅ Ativo
Franz Wagner,Orlando Magic,ASSISTS,3,1.29,🟡 6.0,3.6,3.6,0.83x,✅ Ativo
Goga Bitadze,Orlando Magic,POINTS,5.8,1.33,🟢 8.0,5.6,5.6,1.04x,✅ Ativo
Goga Bitadze,Orlando Magic,REBOUNDS,3.9,1.35,🟡 6.0,4.7,4.7,0.83x,✅ Ativo
Goga Bitadze,Orlando Magic,ASSISTS,1.1,1.16,🟡 6.0,1.3,1.3,0.83x,✅ Ativo
Jalen Suggs,Orlando Magic,POINTS,14.8,1.59,🟢 10,13.7,13.7,1.08x,✅ Ativo
Jalen Suggs,Orlando Magic,REBOUNDS,3.2,1.36,🟢 8.0,3.9,3.9,0.83x,✅ Ativo
Jalen Suggs,Orlando Magic,ASSISTS,4.4,1.44,🟢 8.0,5.3,5.3,0.83x,✅ Ativo
Jamal Cain,Orlando Magic,POINTS,5.1,1.25,🟡 7.0,4.9,4.9,1.04x,✅ Ativo
